Vendor Name,Vendor Email,Order Number,Store Name,Delivery Date,Product Name,Product Description,Category,Unit of Measurement,Quantity,Price per Unit,Expiration Date
"Hamilton, Briggs and Nguyen",herringeric@example.org,29a6a549-4590-4711-8608-495208c9b6e7,ABC Foodmart - Bay Ridge,1/19/2025,Cheese,"High-quality dairy item, Cheese, sourced responsibly.",dairy,kg,41,83.53,7/12/2025
"Hamilton, Briggs and Nguyen",herringeric@example.org,29a6a549-4590-4711-8608-495208c9b6e7,ABC Foodmart - Bay Ridge,1/19/2025,Aspirin,"High-quality pharmacy item, Aspirin, sourced responsibly.",pharmacy,ml,34,6.69,3/18/2025
"Hamilton, Briggs and Nguyen",herringeric@example.org,29a6a549-4590-4711-8608-495208c9b6e7,ABC Foodmart - Bay Ridge,1/19/2025,Water,"High-quality beverages item, Water, sourced responsibly.",beverages,kg,83,91.25,8/12/2025
"Hamilton, Briggs and Nguyen",herringeric@example.org,29a6a549-4590-4711-8608-495208c9b6e7,ABC Foodmart - Bay Ridge,1/19/2025,Rice,"High-quality dry goods item, Rice, sourced responsibly.",dry goods,pieces,83,93.27,12/1/2025
"Hamilton, Briggs and Nguyen",herringeric@example.org,29a6a549-4590-4711-8608-495208c9b6e7,ABC Foodmart - Bay Ridge,1/19/2025,Beans,"High-quality dry goods item, Beans, sourced responsibly.",dry goods,kg,33,47.43,2/15/2025
Rubio-Valdez,isanders@example.com,2d5f3215-d102-4fc6-ad95-e34e7bfac9f5,ABC Foodmart - DUMBO,1/14/2025,Cough Syrup,"High-quality pharmacy item, Cough Syrup, sourced responsibly.",pharmacy,pieces,72,84.44,7/29/2025
Rubio-Valdez,isanders@example.com,2d5f3215-d102-4fc6-ad95-e34e7bfac9f5,ABC Foodmart - DUMBO,1/14/2025,Frozen Vegetables,"High-quality frozen foods item, Frozen Vegetables, sourced responsibly.",frozen foods,kg,54,91.6,10/19/2025
Rubio-Valdez,isanders@example.com,2d5f3215-d102-4fc6-ad95-e34e7bfac9f5,ABC Foodmart - DUMBO,1/14/2025,Lettuce,"High-quality fresh produce item, Lettuce, sourced responsibly.",fresh produce,ml,14,86.48,8/10/2025
Rubio-Valdez,isanders@example.com,2d5f3215-d102-4fc6-ad95-e34e7bfac9f5,ABC Foodmart - DUMBO,1/14/2025,Band-Aids,"High-quality pharmacy item, Band-Aids, sourced responsibly.",pharmacy,kg,31,71.29,4/2/2025
Rubio-Valdez,isanders@example.com,2d5f3215-d102-4fc6-ad95-e34e7bfac9f5,ABC Foodmart - DUMBO,1/14/2025,Beef Steak,"High-quality meats item, Beef Steak, sourced responsibly.",meats,pieces,95,67.35,6/4/2025
"Jackson, Maxwell and Stone",ffowler@example.net,8ad11c25-84e0-411b-927b-7af178382d79,ABC Foodmart - Tribeca,1/27/2025,Water,"High-quality beverages item, Water, sourced responsibly.",beverages,kg,89,98.49,3/3/2025
"Jackson, Maxwell and Stone",ffowler@example.net,8ad11c25-84e0-411b-927b-7af178382d79,ABC Foodmart - Tribeca,1/27/2025,Milk,"High-quality dairy item, Milk, sourced responsibly.",dairy,kg,84,75.11,12/24/2025
"Jackson, Maxwell and Stone",ffowler@example.net,8ad11c25-84e0-411b-927b-7af178382d79,ABC Foodmart - Tribeca,1/27/2025,Frozen Pizza,"High-quality frozen foods item, Frozen Pizza, sourced responsibly.",frozen foods,pieces,52,46.71,6/16/2025
"Jackson, Maxwell and Stone",ffowler@example.net,8ad11c25-84e0-411b-927b-7af178382d79,ABC Foodmart - Tribeca,1/27/2025,Pork Loin,"High-quality meats item, Pork Loin, sourced responsibly.",meats,ml,31,41.4,7/16/2025
"Jackson, Maxwell and Stone",ffowler@example.net,8ad11c25-84e0-411b-927b-7af178382d79,ABC Foodmart - Tribeca,1/27/2025,Lobster,"High-quality seafood item, Lobster, sourced responsibly.",seafood,kg,13,19.48,5/9/2025
Campbell Ltd,chelsea81@example.com,f5df62f2-82e1-4ad2-9ac6-59a5991f2bbd,ABC Foodmart - Bay Ridge,2/2/2025,Band-Aids,"High-quality pharmacy item, Band-Aids, sourced responsibly.",pharmacy,kg,40,75.41,6/18/2025
Campbell Ltd,chelsea81@example.com,f5df62f2-82e1-4ad2-9ac6-59a5991f2bbd,ABC Foodmart - Bay Ridge,2/2/2025,Lettuce,"High-quality fresh produce item, Lettuce, sourced responsibly.",fresh produce,pieces,30,86.22,10/25/2025
Campbell Ltd,chelsea81@example.com,f5df62f2-82e1-4ad2-9ac6-59a5991f2bbd,ABC Foodmart - Bay Ridge,2/2/2025,Lobster,"High-quality seafood item, Lobster, sourced responsibly.",seafood,pieces,80,26.32,10/9/2025
Campbell Ltd,chelsea81@example.com,f5df62f2-82e1-4ad2-9ac6-59a5991f2bbd,ABC Foodmart - Bay Ridge,2/2/2025,Bread,"High-quality bakery item, Bread, sourced responsibly.",bakery,ml,78,53.95,10/31/2025
Campbell Ltd,chelsea81@example.com,f5df62f2-82e1-4ad2-9ac6-59a5991f2bbd,ABC Foodmart - Bay Ridge,2/2/2025,Rice,"High-quality dry goods item, Rice, sourced responsibly.",dry goods,kg,38,30.16,11/7/2025
Silva PLC,ohowe@example.org,da7301e6-d417-4206-9387-79a7e0c329b0,ABC Foodmart - Whitestone,10/14/2024,Salmon Fillet,"High-quality seafood item, Salmon Fillet, sourced responsibly.",seafood,pieces,95,42.37,8/14/2025
Silva PLC,ohowe@example.org,da7301e6-d417-4206-9387-79a7e0c329b0,ABC Foodmart - Whitestone,10/14/2024,Turkey Breast,"High-quality deli item, Turkey Breast, sourced responsibly.",deli,kg,32,68.21,9/24/2025
Silva PLC,ohowe@example.org,da7301e6-d417-4206-9387-79a7e0c329b0,ABC Foodmart - Whitestone,10/14/2024,Ice Cream,"High-quality frozen foods item, Ice Cream, sourced responsibly.",frozen foods,pieces,41,8.93,10/2/2025
Silva PLC,ohowe@example.org,da7301e6-d417-4206-9387-79a7e0c329b0,ABC Foodmart - Whitestone,10/14/2024,Rice,"High-quality dry goods item, Rice, sourced responsibly.",dry goods,kg,93,90.11,3/21/2025
Silva PLC,ohowe@example.org,da7301e6-d417-4206-9387-79a7e0c329b0,ABC Foodmart - Whitestone,10/14/2024,Lettuce,"High-quality fresh produce item, Lettuce, sourced responsibly.",fresh produce,pieces,9,81.15,12/14/2024
Blair-Chandler,racheljennings@example.org,f64e623d-410d-4151-92b4-8f2f1d745093,ABC Foodmart - DUMBO,1/20/2025,Aspirin,"High-quality pharmacy item, Aspirin, sourced responsibly.",pharmacy,kg,83,62.04,9/7/2025
Blair-Chandler,racheljennings@example.org,f64e623d-410d-4151-92b4-8f2f1d745093,ABC Foodmart - DUMBO,1/20/2025,Beef Steak,"High-quality meats item, Beef Steak, sourced responsibly.",meats,pieces,44,49.09,6/20/2025
Blair-Chandler,racheljennings@example.org,f64e623d-410d-4151-92b4-8f2f1d745093,ABC Foodmart - DUMBO,1/20/2025,Juice,"High-quality beverages item, Juice, sourced responsibly.",beverages,ml,33,56.64,3/27/2025
Blair-Chandler,racheljennings@example.org,f64e623d-410d-4151-92b4-8f2f1d745093,ABC Foodmart - DUMBO,1/20/2025,Water,"High-quality beverages item, Water, sourced responsibly.",beverages,kg,5,97.38,1/13/2026
Blair-Chandler,racheljennings@example.org,f64e623d-410d-4151-92b4-8f2f1d745093,ABC Foodmart - DUMBO,1/20/2025,Shrimp,"High-quality seafood item, Shrimp, sourced responsibly.",seafood,ml,44,79.48,12/26/2025
"Gray, Roman and Little",rachel74@example.com,5f83be3d-7190-4053-8b8e-4d58e15d99f3,ABC Foodmart - Tribeca,3/6/2025,Band-Aids,"High-quality pharmacy item, Band-Aids, sourced responsibly.",pharmacy,ml,3,13.07,12/15/2025
"Gray, Roman and Little",rachel74@example.com,5f83be3d-7190-4053-8b8e-4d58e15d99f3,ABC Foodmart - Tribeca,3/6/2025,Tulips,"High-quality floral item, Tulips, sourced responsibly.",floral,ml,93,16.3,6/24/2025
"Gray, Roman and Little",rachel74@example.com,5f83be3d-7190-4053-8b8e-4d58e15d99f3,ABC Foodmart - Tribeca,3/6/2025,Yogurt,"High-quality dairy item, Yogurt, sourced responsibly.",dairy,kg,97,91.66,6/12/2025
"Gray, Roman and Little",rachel74@example.com,5f83be3d-7190-4053-8b8e-4d58e15d99f3,ABC Foodmart - Tribeca,3/6/2025,Sunflowers,"High-quality floral item, Sunflowers, sourced responsibly.",floral,pieces,55,64.52,1/20/2026
"Gray, Roman and Little",rachel74@example.com,5f83be3d-7190-4053-8b8e-4d58e15d99f3,ABC Foodmart - Tribeca,3/6/2025,Pork Loin,"High-quality meats item, Pork Loin, sourced responsibly.",meats,ml,66,78.94,7/13/2025
"Romero, Beard and Christensen",jmitchell@example.org,14f28625-f6ff-492f-ba57-5e6e08fe7bbf,ABC Foodmart - Tribeca,9/17/2024,Water,"High-quality beverages item, Water, sourced responsibly.",beverages,ml,68,44.8,2/20/2025
"Romero, Beard and Christensen",jmitchell@example.org,14f28625-f6ff-492f-ba57-5e6e08fe7bbf,ABC Foodmart - Tribeca,9/17/2024,Rice,"High-quality dry goods item, Rice, sourced responsibly.",dry goods,pieces,7,99.3,8/24/2025
"Romero, Beard and Christensen",jmitchell@example.org,14f28625-f6ff-492f-ba57-5e6e08fe7bbf,ABC Foodmart - Tribeca,9/17/2024,Water,"High-quality beverages item, Water, sourced responsibly.",beverages,kg,53,11.5,3/25/2025
"Romero, Beard and Christensen",jmitchell@example.org,14f28625-f6ff-492f-ba57-5e6e08fe7bbf,ABC Foodmart - Tribeca,9/17/2024,Shrimp,"High-quality seafood item, Shrimp, sourced responsibly.",seafood,pieces,45,83.92,3/19/2025
"Romero, Beard and Christensen",jmitchell@example.org,14f28625-f6ff-492f-ba57-5e6e08fe7bbf,ABC Foodmart - Tribeca,9/17/2024,Soda,"High-quality beverages item, Soda, sourced responsibly.",beverages,pieces,52,38.28,1/27/2025
"Crawford, Oliver and Anderson",dawndaniel@example.net,83dd8423-2713-4146-849a-a4afdcf305ea,ABC Foodmart - Bay Ridge,3/7/2025,Frozen Pizza,"High-quality frozen foods item, Frozen Pizza, sourced responsibly.",frozen foods,pieces,91,77.75,2/2/2026
"Crawford, Oliver and Anderson",dawndaniel@example.net,83dd8423-2713-4146-849a-a4afdcf305ea,ABC Foodmart - Bay Ridge,3/7/2025,Pork Loin,"High-quality meats item, Pork Loin, sourced responsibly.",meats,kg,14,84.9,7/9/2025
"Crawford, Oliver and Anderson",dawndaniel@example.net,83dd8423-2713-4146-849a-a4afdcf305ea,ABC Foodmart - Bay Ridge,3/7/2025,Beans,"High-quality dry goods item, Beans, sourced responsibly.",dry goods,ml,26,17.59,8/2/2025
"Crawford, Oliver and Anderson",dawndaniel@example.net,83dd8423-2713-4146-849a-a4afdcf305ea,ABC Foodmart - Bay Ridge,3/7/2025,Pasta,"High-quality dry goods item, Pasta, sourced responsibly.",dry goods,ml,93,1.86,12/8/2025
"Crawford, Oliver and Anderson",dawndaniel@example.net,83dd8423-2713-4146-849a-a4afdcf305ea,ABC Foodmart - Bay Ridge,3/7/2025,Tulips,"High-quality floral item, Tulips, sourced responsibly.",floral,pieces,17,28.89,12/27/2025
Lowery-Abbott,darrylwilliams@example.net,ac46948a-06fd-4497-addd-9c0afe95942d,ABC Foodmart - Bay Ridge,5/5/2024,Beans,"High-quality dry goods item, Beans, sourced responsibly.",dry goods,pieces,25,86.84,2/10/2025
Lowery-Abbott,darrylwilliams@example.net,ac46948a-06fd-4497-addd-9c0afe95942d,ABC Foodmart - Bay Ridge,5/5/2024,Aspirin,"High-quality pharmacy item, Aspirin, sourced responsibly.",pharmacy,pieces,8,60.62,6/7/2024
Lowery-Abbott,darrylwilliams@example.net,ac46948a-06fd-4497-addd-9c0afe95942d,ABC Foodmart - Bay Ridge,5/5/2024,Water,"High-quality beverages item, Water, sourced responsibly.",beverages,kg,100,60.57,10/24/2024
Lowery-Abbott,darrylwilliams@example.net,ac46948a-06fd-4497-addd-9c0afe95942d,ABC Foodmart - Bay Ridge,5/5/2024,Ham,"High-quality deli item, Ham, sourced responsibly.",deli,kg,88,10.68,4/27/2025
Lowery-Abbott,darrylwilliams@example.net,ac46948a-06fd-4497-addd-9c0afe95942d,ABC Foodmart - Bay Ridge,5/5/2024,Cheese,"High-quality dairy item, Cheese, sourced responsibly.",dairy,kg,77,89.7,7/23/2024
"Lam, Rhodes and Thomas",garyjones@example.net,5da6a77e-a431-42eb-9e37-ce57afeeee9a,ABC Foodmart - Staten Island,2/11/2025,Sunflowers,"High-quality floral item, Sunflowers, sourced responsibly.",floral,ml,54,2.68,10/19/2025
"Lam, Rhodes and Thomas",garyjones@example.net,5da6a77e-a431-42eb-9e37-ce57afeeee9a,ABC Foodmart - Staten Island,2/11/2025,Water,"High-quality beverages item, Water, sourced responsibly.",beverages,kg,100,32.57,7/27/2025
"Lam, Rhodes and Thomas",garyjones@example.net,5da6a77e-a431-42eb-9e37-ce57afeeee9a,ABC Foodmart - Staten Island,2/11/2025,Lobster,"High-quality seafood item, Lobster, sourced responsibly.",seafood,pieces,83,47.83,12/7/2025
"Lam, Rhodes and Thomas",garyjones@example.net,5da6a77e-a431-42eb-9e37-ce57afeeee9a,ABC Foodmart - Staten Island,2/11/2025,Frozen Vegetables,"High-quality frozen foods item, Frozen Vegetables, sourced responsibly.",frozen foods,pieces,50,51.8,3/21/2025
"Lam, Rhodes and Thomas",garyjones@example.net,5da6a77e-a431-42eb-9e37-ce57afeeee9a,ABC Foodmart - Staten Island,2/11/2025,Bread,"High-quality bakery item, Bread, sourced responsibly.",bakery,ml,11,40.73,4/9/2025
"Romero, Beard and Christensen",jmitchell@example.org,0d2dbaa8-788a-4850-a427-32e406c43693,ABC Foodmart - Tribeca,10/15/2024,Frozen Pizza,"High-quality frozen foods item, Frozen Pizza, sourced responsibly.",frozen foods,pieces,17,46.09,6/4/2025
"Romero, Beard and Christensen",jmitchell@example.org,0d2dbaa8-788a-4850-a427-32e406c43693,ABC Foodmart - Tribeca,10/15/2024,Band-Aids,"High-quality pharmacy item, Band-Aids, sourced responsibly.",pharmacy,kg,35,4.37,10/13/2025
"Romero, Beard and Christensen",jmitchell@example.org,0d2dbaa8-788a-4850-a427-32e406c43693,ABC Foodmart - Tribeca,10/15/2024,Bread,"High-quality bakery item, Bread, sourced responsibly.",bakery,kg,79,99.53,4/12/2025
"Romero, Beard and Christensen",jmitchell@example.org,0d2dbaa8-788a-4850-a427-32e406c43693,ABC Foodmart - Tribeca,10/15/2024,Ham,"High-quality deli item, Ham, sourced responsibly.",deli,pieces,99,99.89,1/16/2025
"Romero, Beard and Christensen",jmitchell@example.org,0d2dbaa8-788a-4850-a427-32e406c43693,ABC Foodmart - Tribeca,10/15/2024,Frozen Pizza,"High-quality frozen foods item, Frozen Pizza, sourced responsibly.",frozen foods,pieces,39,22.62,7/19/2025
Leonard Inc,perkinsalexander@example.org,034beb74-2fc4-47fa-bd15-ae4850c5a4e9,ABC Foodmart - DUMBO,5/18/2024,Rice,"High-quality dry goods item, Rice, sourced responsibly.",dry goods,ml,20,88.94,2/16/2025
Leonard Inc,perkinsalexander@example.org,034beb74-2fc4-47fa-bd15-ae4850c5a4e9,ABC Foodmart - DUMBO,5/18/2024,Lettuce,"High-quality fresh produce item, Lettuce, sourced responsibly.",fresh produce,pieces,62,94.68,6/20/2024
Leonard Inc,perkinsalexander@example.org,034beb74-2fc4-47fa-bd15-ae4850c5a4e9,ABC Foodmart - DUMBO,5/18/2024,Roast Beef,"High-quality deli item, Roast Beef, sourced responsibly.",deli,kg,68,26.41,11/24/2024
Leonard Inc,perkinsalexander@example.org,034beb74-2fc4-47fa-bd15-ae4850c5a4e9,ABC Foodmart - DUMBO,5/18/2024,Chicken Breast,"High-quality meats item, Chicken Breast, sourced responsibly.",meats,kg,86,67.84,7/7/2024
Leonard Inc,perkinsalexander@example.org,034beb74-2fc4-47fa-bd15-ae4850c5a4e9,ABC Foodmart - DUMBO,5/18/2024,Frozen Vegetables,"High-quality frozen foods item, Frozen Vegetables, sourced responsibly.",frozen foods,ml,72,56.43,3/15/2025
Matthews LLC,guerreroconnie@example.net,cc89f164-1549-49bb-945a-ef9391edd7d3,ABC Foodmart - Tribeca,6/13/2024,Bread,"High-quality bakery item, Bread, sourced responsibly.",bakery,kg,27,29.15,4/11/2025
Matthews LLC,guerreroconnie@example.net,cc89f164-1549-49bb-945a-ef9391edd7d3,ABC Foodmart - Tribeca,6/13/2024,Frozen Pizza,"High-quality frozen foods item, Frozen Pizza, sourced responsibly.",frozen foods,kg,5,78.12,7/7/2024
Matthews LLC,guerreroconnie@example.net,cc89f164-1549-49bb-945a-ef9391edd7d3,ABC Foodmart - Tribeca,6/13/2024,Chicken Breast,"High-quality meats item, Chicken Breast, sourced responsibly.",meats,pieces,43,25.62,12/9/2024
Matthews LLC,guerreroconnie@example.net,cc89f164-1549-49bb-945a-ef9391edd7d3,ABC Foodmart - Tribeca,6/13/2024,Sunflowers,"High-quality floral item, Sunflowers, sourced responsibly.",floral,kg,37,86.98,10/10/2024
Matthews LLC,guerreroconnie@example.net,cc89f164-1549-49bb-945a-ef9391edd7d3,ABC Foodmart - Tribeca,6/13/2024,Soda,"High-quality beverages item, Soda, sourced responsibly.",beverages,pieces,37,70.61,12/25/2024
Horton LLC,veronicafuentes@example.org,3e0ea34b-40fe-45eb-b442-d59aaa85d3e1,ABC Foodmart - Staten Island,10/3/2024,Frozen Pizza,"High-quality frozen foods item, Frozen Pizza, sourced responsibly.",frozen foods,ml,7,89.45,12/7/2024
Horton LLC,veronicafuentes@example.org,3e0ea34b-40fe-45eb-b442-d59aaa85d3e1,ABC Foodmart - Staten Island,10/3/2024,Aspirin,"High-quality pharmacy item, Aspirin, sourced responsibly.",pharmacy,pieces,26,66.35,2/12/2025
Horton LLC,veronicafuentes@example.org,3e0ea34b-40fe-45eb-b442-d59aaa85d3e1,ABC Foodmart - Staten Island,10/3/2024,Pasta,"High-quality dry goods item, Pasta, sourced responsibly.",dry goods,ml,85,29.73,8/20/2025
Horton LLC,veronicafuentes@example.org,3e0ea34b-40fe-45eb-b442-d59aaa85d3e1,ABC Foodmart - Staten Island,10/3/2024,Yogurt,"High-quality dairy item, Yogurt, sourced responsibly.",dairy,pieces,58,88.22,7/22/2025
Horton LLC,veronicafuentes@example.org,3e0ea34b-40fe-45eb-b442-d59aaa85d3e1,ABC Foodmart - Staten Island,10/3/2024,Milk,"High-quality dairy item, Milk, sourced responsibly.",dairy,kg,68,38.5,5/25/2025
"West, Jones and Hatfield",natasha72@example.com,1545cff1-a9c0-4f09-8128-4fbbbdb8cf45,ABC Foodmart - Whitestone,6/10/2024,Shrimp,"High-quality seafood item, Shrimp, sourced responsibly.",seafood,pieces,63,99.44,11/1/2024
"West, Jones and Hatfield",natasha72@example.com,1545cff1-a9c0-4f09-8128-4fbbbdb8cf45,ABC Foodmart - Whitestone,6/10/2024,Pasta,"High-quality dry goods item, Pasta, sourced responsibly.",dry goods,kg,51,87.46,7/17/2024
"West, Jones and Hatfield",natasha72@example.com,1545cff1-a9c0-4f09-8128-4fbbbdb8cf45,ABC Foodmart - Whitestone,6/10/2024,Tulips,"High-quality floral item, Tulips, sourced responsibly.",floral,kg,34,74.76,6/2/2025
"West, Jones and Hatfield",natasha72@example.com,1545cff1-a9c0-4f09-8128-4fbbbdb8cf45,ABC Foodmart - Whitestone,6/10/2024,Beef Steak,"High-quality meats item, Beef Steak, sourced responsibly.",meats,pieces,6,78.53,4/20/2025
"West, Jones and Hatfield",natasha72@example.com,1545cff1-a9c0-4f09-8128-4fbbbdb8cf45,ABC Foodmart - Whitestone,6/10/2024,Tulips,"High-quality floral item, Tulips, sourced responsibly.",floral,pieces,71,99.81,8/30/2024
"Garcia, David and Mendoza",phillipcombs@example.net,2b1a4095-3ec0-478e-88f0-e3868756950b,ABC Foodmart - Staten Island,10/25/2024,Carrots,"High-quality fresh produce item, Carrots, sourced responsibly.",fresh produce,kg,41,82.37,3/12/2025
"Garcia, David and Mendoza",phillipcombs@example.net,2b1a4095-3ec0-478e-88f0-e3868756950b,ABC Foodmart - Staten Island,10/25/2024,Roast Beef,"High-quality deli item, Roast Beef, sourced responsibly.",deli,pieces,25,57.94,7/30/2025
"Garcia, David and Mendoza",phillipcombs@example.net,2b1a4095-3ec0-478e-88f0-e3868756950b,ABC Foodmart - Staten Island,10/25/2024,Turkey Breast,"High-quality deli item, Turkey Breast, sourced responsibly.",deli,kg,32,88.04,1/25/2025
"Garcia, David and Mendoza",phillipcombs@example.net,2b1a4095-3ec0-478e-88f0-e3868756950b,ABC Foodmart - Staten Island,10/25/2024,Cough Syrup,"High-quality pharmacy item, Cough Syrup, sourced responsibly.",pharmacy,kg,27,30.26,7/31/2025
"Garcia, David and Mendoza",phillipcombs@example.net,2b1a4095-3ec0-478e-88f0-e3868756950b,ABC Foodmart - Staten Island,10/25/2024,Pasta,"High-quality dry goods item, Pasta, sourced responsibly.",dry goods,pieces,97,70.21,6/14/2025
Leonard Inc,perkinsalexander@example.org,264a6dcc-1ac8-4f81-adb3-78d8ab5c6fd7,ABC Foodmart - Tribeca,6/11/2024,Bread,"High-quality bakery item, Bread, sourced responsibly.",bakery,kg,95,62.33,12/26/2024
Leonard Inc,perkinsalexander@example.org,264a6dcc-1ac8-4f81-adb3-78d8ab5c6fd7,ABC Foodmart - Tribeca,6/11/2024,Frozen Pizza,"High-quality frozen foods item, Frozen Pizza, sourced responsibly.",frozen foods,ml,2,36.13,1/19/2025
Leonard Inc,perkinsalexander@example.org,264a6dcc-1ac8-4f81-adb3-78d8ab5c6fd7,ABC Foodmart - Tribeca,6/11/2024,Turkey Breast,"High-quality deli item, Turkey Breast, sourced responsibly.",deli,kg,98,79.26,9/26/2024
Leonard Inc,perkinsalexander@example.org,264a6dcc-1ac8-4f81-adb3-78d8ab5c6fd7,ABC Foodmart - Tribeca,6/11/2024,Milk,"High-quality dairy item, Milk, sourced responsibly.",dairy,kg,75,98.95,9/23/2024
Leonard Inc,perkinsalexander@example.org,264a6dcc-1ac8-4f81-adb3-78d8ab5c6fd7,ABC Foodmart - Tribeca,6/11/2024,Aspirin,"High-quality pharmacy item, Aspirin, sourced responsibly.",pharmacy,kg,97,12.34,10/16/2024
Horton LLC,veronicafuentes@example.org,1a30eee1-b646-4677-887b-a5df80a3c3a8,ABC Foodmart - DUMBO,1/8/2025,Cheese,"High-quality dairy item, Cheese, sourced responsibly.",dairy,kg,95,4.04,6/20/2025
Horton LLC,veronicafuentes@example.org,1a30eee1-b646-4677-887b-a5df80a3c3a8,ABC Foodmart - DUMBO,1/8/2025,Milk,"High-quality dairy item, Milk, sourced responsibly.",dairy,pieces,72,99.38,6/30/2025
Horton LLC,veronicafuentes@example.org,1a30eee1-b646-4677-887b-a5df80a3c3a8,ABC Foodmart - DUMBO,1/8/2025,Turkey Breast,"High-quality deli item, Turkey Breast, sourced responsibly.",deli,pieces,47,62.28,9/16/2025
Horton LLC,veronicafuentes@example.org,1a30eee1-b646-4677-887b-a5df80a3c3a8,ABC Foodmart - DUMBO,1/8/2025,Soda,"High-quality beverages item, Soda, sourced responsibly.",beverages,ml,56,42.33,11/10/2025
Horton LLC,veronicafuentes@example.org,1a30eee1-b646-4677-887b-a5df80a3c3a8,ABC Foodmart - DUMBO,1/8/2025,Roast Beef,"High-quality deli item, Roast Beef, sourced responsibly.",deli,pieces,82,44.32,7/20/2025
Matthews LLC,guerreroconnie@example.net,e02c1dc8-93b9-4493-b8de-f4922e4f41e7,ABC Foodmart - Bay Ridge,12/9/2024,Cheese,"High-quality dairy item, Cheese, sourced responsibly.",dairy,ml,7,12.43,11/27/2025
